sample	total	protocol	CHR13	post.t13	BF.13	factor.13	CHR18	post.t18	BF.18	factor.18	CHR21	post.t21	BF.21	factor.21	post.13	post.18	post.21
Individual_2964	8846	Protocol_1	0.03300926972643003	2.719198180477377e-18	-40.44619462363222	0.9274953623921309	0.02306127063079358	3.5786988055164805e-22	-49.381872773671006	0.8119438423027215	0.01322631697942573	3.949816621461708e-8	-17.047011551565245	1.009549966949309	1	1	0.9999999605018338
Individual_2965	12436	Protocol_5	0.03425538758443229	2.0867194492382522e-16	-36.10576829661865	0.9625088160028816	0.02838533290447089	6.726665074563744e-16	-34.93528199833267	0.9993940330730539	0.011579285944033452	1.4852667010970685e-13	-29.538011856094975	0.8838339320220292	1	0.9999999999999991	0.9999999999998517
Individual_2966	1590	Protocol_5	0.04213836477987421	1.6481436614250344e-4	-8.710525943143939	1.184004924556933	0.031446540880503145	5.137623166997426e-5	-9.876283533772355	1.107173392065895	0.009433962264150943	1.723438389402874e-5	-10.96858687147485	0.7200837774257045	0.9998351856338572	0.9999486237683302	0.9999827656161058
Individual_2967	1826	Protocol_5	0.033953997809419496	4.770837794998618e-7	-14.5555732460323	0.954040357872378	0.033406352683461114	1.7139536028072975e-4	-8.671366211657503	1.1761746691836927	0.016976998904709748	0.002556490336578685	-5.966560159655069	1.2958353190694771	0.9999995229162205	0.9998286046397193	0.9974435096634213
Individual_2968	17438	Protocol_7	0.03916733570363574	2.51222035650659e-18	-40.52536470759493	1.1005248684217626	0.028615666934281456	4.207181139379797e-24	-53.82524937151297	1.0075036598222293	0.012100011469205184	1.0618666802168362e-15	-34.47874801649029	0.9235803283577996	1	1	0.9999999999999991
Individual_2969	57150	Protocol_7	0.03574803149606299	2.8689876435937983e-44	-100.25978486161672	1.0044491654021244	0.028941382327209098	2.5547028118131555e-53	-121.09907402810981	1.018971484464887	0.01342082239720035	4.34855953976998e-28	-63.0025379538545	1.024396347721166	1	1	1
Individual_2970	1625634	Protocol_7	0.03747460990604281	8.335602646496e-56	-126.82422939095865	1.052962612725694	0.029101876560160528	9.819590253964052e-152	-347.7085547392647	1.0246221836937495	0.013071207910267625	1.5860427418806988e-191	-439.3325106895298	0.9977106653594797	1	1	1
Individual_2971	48644	Protocol_7	0.03768193405147603	3.6731245593484566e-34	-76.98685048337917	1.0587880122269515	0.02820491735876984	7.092463170803321e-53	-120.07797723369308	0.9930419419965089	0.013958556039799359	1.2862295755289376e-20	-45.799986730924296	1.0654409546179933	1	1	1
Individual_2972	1126	Protocol_7	0.041740674955595025	2.353027867200658e-5	-10.657198981475421	1.172830625011792	0.037300177619893425	6.596666267912704e-4	-7.323116077175062	1.3132689009264737	0.015985790408525755	0.0013224420736417252	-6.62695187856823	1.2201774843057231	0.9999764697213279	0.999340333373209	0.9986775579263585
Individual_2973	154317	Protocol_7	0.03775993571673892	1.2400071672746829e-45	-103.40121202507159	1.0609797051480545	0.029439400714114453	2.7781824864935254e-85	-194.69793597243674	1.0365057725392568	0.012824251378655624	4.231517492369129e-71	-162.04098092861182	0.978860749792309	1	1	1
Individual_2974	18224	Protocol_7	0.04022168568920105	1.843756786985001e-16	-36.2295562657289	1.1301500231148105	0.03226514486391571	2.85659552029594e-14	-31.186560763665828	1.1359948943264337	0.012949956101843723	1.5092023634532282e-13	-29.522024933785154	0.9884556505751441	1	0.9999999999999716	0.999999999999849
Individual_2975	71214	Protocol_7	0.03590586120706603	8.719577336277826e-47	-106.05592860458434	1.0088838689328663	0.029446457157300533	7.781111599137312e-57	-129.19565109361005	1.0367542165944532	0.01253966916617519	5.08633130138105e-43	-97.38460219399511	0.957138908129895	1	1	1
Individual_2976	234146	Protocol_7	0.03739120036216719	1.4721039830363991e-50	-114.7425619912408	1.0506189690836192	0.029874522733678986	1.297294359610272e-93	-213.88013281465223	1.0518255981504265	0.01358981148514175	1.1982715801352819e-72	-165.60524652696563	1.0372950956047542	1	1	1
Individual_2977	41138	Protocol_7	0.03655987165151441	4.152667300961496e-36	-81.46931249687783	1.0272602722646915	0.028781175555447517	9.34990199419717e-44	-99.0783782303964	1.0133309062023295	0.014074578248821041	1.9251305665663223e-17	-38.48895278867146	1.0742967999349795	1	1	1
Individual_2978	386328	Protocol_7	0.037442277028845956	9.698918402430075e-53	-119.76499555429633	1.052054122659073	0.02966908947837071	3.1916933355973796e-112	-256.7289788131687	1.0445926807053214	0.01324004472883146	3.209058643775725e-109	-249.81579749960815	1.010597790691958	1	1	1
Individual_2979	44974	Protocol_7	0.036020812024725395	1.7978275592412697e-39	-89.21423960230256	1.0121137601472385	0.029194645795348424	6.206025144358424e-44	-99.48822347409927	1.027888413489664	0.012095877618179393	3.938081259562427e-33	-74.61461445407056	0.923264796137231	1	1	1
Individual_2980	713171	Protocol_7	0.03784085443743506	4.24023299987607e-52	-118.2898066151554	1.0632533615723976	0.02925806012863675	2.7469858713480368e-135	-309.83848329039876	1.0301211125569232	0.01308241641906359	6.63861324429041e-151	-345.79744594917594	0.9985661982869092	1	1	1
Individual_2981	27267	Protocol_7	0.03729783254483442	5.776051094575112e-28	-62.71866235626818	1.0479955176019438	0.027579124949572743	9.135666806017506e-38	-85.28604735196981	0.971008971595958	0.012762680162834196	4.549128313033199e-19	-42.23418113183086	0.974161087823354	1	1	1
Individual_2982	242544	Protocol_7	0.03714789893792467	3.2553953905010623e-52	-118.55411109567082	1.0437826790196902	0.029182333927040043	7.90661021698377e-106	-242.0063207114375	1.0274549358283382	0.013024440926182466	3.710851332640384e-90	-205.92139704945453	0.9941409938242417	1	1	1
Individual_2984	4827	Protocol_7	0.03356121814791796	4.885508633468176e-14	-30.649917900354257	0.94300402421508	0.027967681789931635	8.595325711511615e-11	-23.17721748926792	0.9846893250753859	0.01305158483530143	3.2861610007273467e-6	-12.625787257422212	0.996212858017165	0.9999999999999512	0.9999999999140465	0.9999967138389991
Individual_2985	300776	Protocol_7	0.03789531079607415	6.715421175961118e-49	-110.92226300703784	1.064783477824866	0.02914128786871293	4.8881315631908404e-114	-260.9078904642677	1.0260097815329372	0.012730404021597468	3.638675506865613e-112	-256.59791067164207	0.9716974860988923	1	1	1
Individual_2986	43161	Protocol_7	0.037742406339056095	1.8924356222892307e-32	-73.04485828734302	1.060487164215123	0.02940154305970668	1.7448058532502439e-41	-93.84934552217359	1.035172875932104	0.01422580570422372	5.1956487538416856e-17	-37.49612508371299	1.0858398222926846	1	1	1
Individual_2987	795758	Protocol_7	0.03740333116349443	3.688703736815496e-55	-125.33690500917307	1.050959820670654	0.028968606033492595	8.131797900405864e-144	-329.4764713480702	1.0199299798156172	0.012848127194448564	2.172117870755543e-169	-388.36117804709085	0.9806831640805909	1	1	1
Individual_2989	100794	Protocol_7	0.03717483183522829	7.312538442908005e-45	-101.62673871503809	1.0445394403037755	0.03032918626108697	5.517014294104189e-60	-136.44726875443607	1.0678334433948948	0.012847986983352183	1.0012548310762407e-51	-117.4305856982626	0.9806724619245835	1	1	1
Individual_2990	570236	Protocol_7	0.03765809243892003	1.0618390453025813e-52	-119.67442248245221	1.0581181099461405	0.029244032295400502	1.3682173866319014e-130	-299.0225533742935	1.0296272190070244	0.01307528812631963	1.9107272584503138e-138	-317.1092589000053	0.9980221036825484	1	1	1
Individual_2992	11164	Protocol_7	0.04093514869222501	6.906406832503564e-12	-25.69857160868266	1.1501969260613865	0.030544607667502686	7.067162225649171e-14	-30.280732285094334	1.0754180248015186	0.012540308133285561	1.3957785451493003e-10	-22.69239857332448	0.9571876797740466	0.9999999999930935	0.999999999999929	0.9999999998604223
Individual_2993	61174	Protocol_7	0.03964102396442933	6.12514560888725e-29	-64.96256516779955	1.1138345741119153	0.030045444142936542	3.598496468692436e-47	-106.94098326008256	1.0578434185899934	0.013388040670873246	6.493613565253898e-30	-67.2067336243397	1.0218941552528054	1	1	1
Individual_2995	2051	Protocol_7	0.036567528035104824	8.39381294003367e-8	-16.293185780312587	1.0274754015399423	0.02681618722574354	1.6687866354334804e-7	-15.605998687336385	0.9441473733414191	0.009751340809361287	6.565858254652554e-6	-11.933620761015641	0.7443089264468521	0.9999999160618707	0.9999998331213363	0.9999934341417452
Individual_2996	119181	Protocol_7	0.0370193235498947	2.350753212634635e-47	-107.36676357790363	1.0401699642549016	0.029509737290339903	9.59052673879264e-75	-170.4331061613278	1.0389821907240662	0.013324271486226832	1.5309195017788604e-50	-114.70338611326022	1.0170267247842693	1	1	1
Individual_2997	5861	Protocol_7	0.03617130182562703	2.6603601831560055e-13	-28.95514468809394	1.016342226683468	0.028152192458624808	6.008259546481884e-12	-25.83788600224702	0.9911855977085398	0.01347892851049309	2.524734937047016e-6	-12.889371951436056	1.0288315222936104	0.999999999999734	0.9999999999939919	0.9999974752650628
Individual_2998	314737	Protocol_7	0.03745667017223905	9.401591387020185e-52	-117.49354586425194	1.0524585415952679	0.02923393182244223	6.51538489182979e-114	-260.62053431469513	1.029271600404992	0.012975913222786009	9.700764281804636e-107	-244.10440027601885	0.9904369285552611	1	1	1
Individual_2999	2447	Protocol_7	0.04617899468737229	2.2407534722801233e-4	-8.403304090659976	1.297538654064033	0.031058438904781365	2.924874693317823e-6	-12.742255993210481	1.093509053512405	0.010625255414793625	5.628480518801614e-6	-12.087665413831724	0.8110138498509366	0.9997759246527717	0.9999970751253069	0.9999943715194812
Individual_3001	1018154	Protocol_3	0.02800558658120481	3.5503847186364574e-40	-90.83634775069937	0.7869017367064294	0.026081516155709254	2.227422467749977e-73	-167.28786671565453	0.9182809906523502	0.014914246764241952	2.3685594834278013e-60	-137.2928236221885	1.1383877576301702	1	1	1
Individual_3002	2358756	Protocol_5	0.03371989302835902	7.619180472146651e-45	-101.58566037040443	0.9474624753397763	0.027703586127602854	3.554588532351722e-117	-268.1342165671079	0.9753910149241497	0.013227735297758648	1.7044285684496243e-194	-446.1682781367543	1.0096582255997217	1	1	1
Individual_3003	623909	Protocol_3	0.034129977288354554	5.953522904696097e-22	-48.872888916701655	0.9589850340782184	0.028081018225414284	5.623970296132743e-53	-120.30997205581647	0.9886796872012177	0.013535627791873494	3.3885158246930615e-100	-229.03811728370397	1.033159314961265	1	1	1
Individual_3004	2622020	Protocol_5	0.031854066711924395	2.072198546376241e-55	-125.9135699713254	0.8950364365372068	0.02697729231661086	1.4426377453676528e-131	-301.272173976656	0.949819579725341	0.013337426869360264	5.910690806653004e-190	-435.71440495652297	1.0180308604501709	1	1	1
Individual_3005	774974	Protocol_3	0.03387339446226583	1.124669588405145e-22	-50.5393827525461	0.9517755628224454	0.027702864870305325	4.637614478930037e-57	-129.71315018754817	0.9753656208150904	0.013139795657660772	3.1907776868416843e-122	-279.75511666920994	1.0029458913276452	1	1	1
Individual_3006	256105	Protocol_3	0.03303332617481111	3.499084150843128e-24	-54.009540968791285	0.9281713011358231	0.027512153218406513	8.19505003441198e-53	-119.93347961102685	0.9686510232591407	0.013166474688116202	4.4476689174509846e-79	-180.41184222637798	1.0049822718526558	1	1	1
Individual_3010	3894	Protocol_3	0.034411915767847974	1.9731123887009666e-8	-17.74106853544733	0.9669069491759238	0.029275808936825885	2.730662410311273e-7	-15.113551156988112	1.0307460146166623	0.012583461736004109	4.211976703376436e-6	-12.377574282734509	0.9604815459550872	0.9999999802688759	0.9999997269337588	0.9999957880232967
Individual_3011	205524	Protocol_3	0.03469667776026158	6.83956910358796e-20	-44.12897712678229	0.9749081994167823	0.028322726299604913	8.338213168048184e-45	-101.49548023975134	0.9971897726000628	0.012772230980323466	3.491368099823587e-79	-180.65392868144932	0.9748900910292827	1	1	1
Individual_3012	96799	Protocol_7	0.04058926228576742	1.970996810833522e-28	-63.793843193708895	1.1404782003651608	0.03128131488961663	3.3665547515570758e-49	-111.61277966419343	1.1013560965648599	0.012458806392628023	8.204975440214899e-56	-126.84002447639956	0.9509667431584249	1	1	1
Individual_3014	111480	Protocol_7	0.03484033010405454	2.0654024430095184e-58	-132.82461029857384	0.9789445468964132	0.027511661284535343	2.3925616703172623e-95	-217.87321921390443	0.9686337031953892	0.01286329386437029	1.5304096138595e-55	-126.21664469362237	0.9818408190152206	1	1	1
Individual_3015	24945	Protocol_7	0.03848466626578473	1.3785188271084485e-23	-52.63844752979709	1.081343203910515	0.02994588093806374	3.5885676621660476e-26	-58.589459274856694	1.054337985935799	0.012988574864702345	7.324148264229042e-17	-37.1527697106774	0.991403377506851	1	1	1
Individual_3016	499577	Protocol_7	0.0319830576667861	1.5525279683538024e-92	-211.39794400574627	0.8986608279101844	0.02710893415829792	3.885388661911338e-172	-394.68741297448406	0.9544544406772123	0.012848870144141943	1.6328537630530777e-140	-321.8715837602884	0.9807398725988853	1	1	1
Individual_3018	188893	Protocol_7	0.03713742700894157	1.2930290641974587e-50	-114.87226707205424	1.0434884384730918	0.02851349705918165	1.7658270802633636e-106	-243.50540067602682	1.0039064512258673	0.013145008020413674	6.454354892934654e-74	-168.5265418013821	1.00334374514085	1	1	1
Individual_3019	59552	Protocol_7	0.036791375604513704	2.276401524269146e-40	-91.28080780241886	1.0337650766593907	0.028630440623320794	3.9320741988117026e-57	-129.87818322805228	1.0080238135481725	0.013013836646963997	7.947931903413928e-33	-73.91239631191436	0.9933315810639715	1	1	1
Individual_3020	3127	Protocol_7	0.03901503038055645	4.6861738781152216e-8	-16.876064251821635	1.096245389293796	0.027182603133994242	5.638248541662373e-9	-18.99369235628487	0.9570481863620448	0.012791813239526703	1.966992612907481e-5	-10.836400010962985	0.9763847829501079	0.9999999531382613	0.9999999943617515	0.9999803300738709
Individual_3021	150401	Protocol_7	0.03745320842281634	4.233816505413782e-47	-106.77839553729952	1.052361273265434	0.028836244439864097	2.5795693600237165e-92	-210.89020608516998	1.0152697777554354	0.01240683240138031	1.805809410940271e-78	-179.0106283351504	0.9469996265961973	1	1	1
Individual_3022	6154	Protocol_7	0.04111147221319467	6.381688657279695e-9	-18.869833088405148	1.1551512691697123	0.028436789080272994	5.216378076332593e-12	-25.979217809966347	1.0012057079698906	0.013812154696132596	4.2505788186884595e-6	-12.368451141080891	1.0542663039658104	0.999999993618311	0.9999999999947837	0.9999957494211814
Individual_3023	4996	Protocol_7	0.038630904723779023	3.5170190489948984e-10	-21.768237159849168	1.0854522160976126	0.02842273819055244	1.3026418775122782e-10	-22.761456514024164	1.0007110026446668	0.01301040832666133	2.4492272571716956e-6	-12.919735539164117	0.9930699012135917	0.9999999996482982	0.9999999998697358	0.999997550772743
Individual_3024	19631	Protocol_7	0.03199021955071061	6.175275377496525e-37	-83.375094963714	0.8988620627203158	0.02648871682542917	4.612610431331865e-33	-74.4565141179713	0.9326177581988508	0.012072742091589832	2.96854618245333e-17	-38.05587424878629	0.9214988872950206	1	1	1
Individual_3025	46203	Protocol_7	0.038785360257991904	1.8886424309381406e-29	-66.13910941635892	1.089792111916742	0.02861286063675519	1.928198290220391e-48	-109.86749842518961	1.007404855379378	0.012877951648161376	6.314779344110728e-28	-62.62948979019146	0.9829596312412439	1	1	1
Individual_3026	34374	Protocol_7	0.03764473148309769	6.601681694170032e-30	-67.19022837109857	1.0577426934445018	0.02880083784255542	1.7066593291891957e-38	-86.96369568270288	1.0140231782457239	0.013614941525571652	6.161279812200167e-18	-39.628247156206065	1.0392132434553543	1	1	1
Individual_3027	100409121	Protocol_3	0.035475163655700165	5.695925764791132e-19	-42.00936562572885	0.9967821173704668	0.0285358438701998	1.2912680809099491e-52	-119.47880009169589	1.0046932402927742	0.013185734391599743	2.0134286719385922e-164	-376.92411617525414	1.0064523434565278	1	1	1
Individual_3028	109226	Protocol_7	0.03673118122058851	5.649992337608875e-48	-108.79243027473218	1.0320737332157044	0.028198414296962262	2.4503248208157143e-86	-197.12609740179445	0.992812981455899	0.012954790983831689	3.0205064970105567e-53	-120.9315853971182	0.9888246917041861	1	1	1
Individual_3029	88605	Protocol_7	0.037424524575362564	2.828315333093757e-42	-95.66889266000886	1.051555313736204	0.02989673269002878	3.956473055519102e-60	-136.77975259377976	1.0526075688225867	0.012854805033575983	8.499534958310983e-47	-106.08148791950751	0.9811928760647256	1	1	1
Individual_3036	1852	Protocol_5	0.032397408207343416	1.3986645403463994e-7	-15.782577629475117	0.910303260716381	0.032397408207343416	7.905804894147914e-5	-9.445249117426417	1.1406516371823585	0.010259179265658747	1.5664846120209786e-5	-11.064075791798837	0.7830716672437197	0.999999860133546	0.9999209419510586	0.99998433515388
Individual_3037	10736	Protocol_1	0.03464977645305514	5.960700712537577e-18	-39.66134363050857	0.9735903652058283	0.030737704918032786	3.239008985594901e-12	-26.455753701551973	1.0822166147857213	0.009966467958271236	3.135430823084478e-15	-33.39600980663615	0.7607293408683253	1	0.9999999999967608	0.9999999999999964
Individual_3038	3073	Protocol_3	0.03709729905629678	1.4877873992098856e-6	-13.418219020847818	1.042360922163619	0.029612756264236904	1.6579502751470909e-6	-13.309926834613496	1.0426092944875651	0.015619915392124959	6.359591696002661e-4	-7.359740033949288	1.192250653934912	0.9999985122126006	0.9999983420497247	0.9993640408303996
Individual_3040	35790	Protocol_7	0.03640681754680078	1.3472129399099686e-34	-77.9898551922977	1.022959753849911	0.027829002514668903	1.0080046971342415e-44	-101.30577126224429	0.9798066893608461	0.013551271304833752	7.368462718585989e-19	-41.75190766879475	1.034353366791156	1	1	1
Individual_3042	2358	Protocol_7	0.04495335029686175	7.222462118281889e-5	-9.535657329355463	1.2631004645020794	0.029262086513994912	6.008278469460393e-7	-14.324956786965547	1.0302628739910886	0.01272264631043257	5.240098455921387e-5	-9.85653277515828	0.9711053486911537	0.9999277753788169	0.9999993991721532	0.999947599015441
Individual_3043	254284	Protocol_7	0.038217111576033094	3.3505132713399463e-46	-104.70980072830004	1.073825444929855	0.02923896116153592	1.3830681248686853e-106	-243.7497155471368	1.0294486739484818	0.012478174010161866	3.7063841969749358e-109	-249.67171834495255	0.9524450517209365	1	1	1
Individual_3044	2257	Protocol_7	0.03766061143110323	1.119960029398058e-7	-16.00480254232959	1.0581888886573083	0.026140894993354008	4.2122884058504555e-8	-16.982674637477746	0.9203716075294781	0.011962782454585734	2.9832580849193076e-5	-10.419879611575903	0.9131057913125239	0.9999998880039969	0.9999999578771162	0.9999701674191506
Individual_3045	144065	Protocol_7	0.038926873286363795	5.484411646661693e-39	-88.09890880467152	1.093768348853238	0.029077152674140145	2.195099764735937e-87	-199.53867559408295	1.0237517022994918	0.012709540832263215	5.174897736495903e-70	-159.5371369316906	0.9701050222152868	1	1	1
Individual_3047	1546	Protocol_7	0.029754204398447608	6.292277014227759e-9	-18.883942820008333	0.836034447897261	0.02910737386804657	4.558884958622403e-6	-12.29842793206203	1.024815733535767	0.01164294954721863	8.186286582704545e-5	-9.410383212414468	0.8886933035758373	0.9999999937077231	0.9999954411150412	0.9999181371341728
Individual_3048	492247	Protocol_7	0.03762338825833372	1.7670761841620303e-52	-119.16509852830656	1.0571429909321126	0.02930033093142264	8.788774622201494e-126	-287.95224642116347	1.0316093877946877	0.01302191785831097	4.435980438086714e-132	-302.45148361554476	0.9939484108784192	1	1	1
Individual_3049	32886	Protocol_7	0.04044274159216688	9.823728440685474e-21	-46.0694862242906	1.1363612579142903	0.029921547162926474	7.080808653538016e-32	-71.72533485802464	1.0534812396099353	0.013440369762208842	2.587257343070031e-18	-40.49593330015502	1.0258883762071735	1	1	1
Individual_3050	2330	Protocol_7	0.029184549356223177	3.0168240877679417e-11	-24.22423137143166	0.8200282649612171	0.022746781115879827	1.1804436689980073e-9	-20.5573754772789	0.8008712596514418	0.006008583690987125	8.713288030385379e-8	-16.255831436572205	0.45862846596555606	0.9999999999698321	0.9999999988195567	0.9999999128671198
Individual_3052	403557	Protocol_7	0.03748912792988351	1.2768320972442804e-52	-119.4900427494738	1.053370540556117	0.02899714290670215	4.02147575528215e-126	-288.73407277868074	1.0209347092970071	0.013031616351593455	1.0968801781785273e-119	-273.91515611778397	0.9946886860123073	1	1	1
Individual_3053	1481	Protocol_7	0.041188386225523295	9.836064213022966e-6	-11.529445069151524	1.15731240118896	0.02835921674544227	3.4255777426728654e-6	-12.584236990899942	0.9984745323721874	0.012153950033760972	1.259345372911186e-4	-8.979622388864096	0.9276973986011102	0.9999901639357869	0.9999965744222572	0.999874065462709
Individual_3054	4487371	Protocol_3	0.03298702068538572	2.762079581484298e-25	-56.548643457286985	0.9268702082291551	0.027056822357678915	4.056995086892689e-66	-150.57017356440323	0.9526196824671677	0.012886832847116942	5.765632978328537e-171	-391.9901359575268	0.9836375232141952	1	1	1
Individual_3055	1774	Protocol_3	0.03269447576099211	4.4200045709562883e-7	-14.631954478715688	0.9186502729529386	0.030439684329199548	2.5347879041137843e-5	-10.582790150243316	1.0717238719591629	0.014092446448703494	2.944278104144787e-4	-8.130182239685178	1.075660659626898	0.9999995579995429	0.9999746521209588	0.9997055721895858
Individual_3056	2818	Protocol_5	0.032647267565649396	6.9891312722536485e-9	-18.778909562943927	0.9173238157907491	0.028034066713981547	2.64173592395088e-7	-15.146659138764651	0.9870266130404335	0.0106458481192335	2.3664508138158523e-6	-12.95411690572089	0.812585667925387	0.9999999930108685	0.9999997358264074	0.9999976335491861
Individual_3057	691231	Protocol_5	0.03408556618554434	7.466691102349513e-42	-94.6981219629263	0.9577371696984073	0.02763475596435924	3.336463480653192e-108	-247.47427863546122	0.9729676346991364	0.012885706804237658	7.881590359901478e-160	-366.3490851732184	0.983551573621929	1	1	1
Individual_3058	854883	Protocol_5	0.03442459377482065	2.1877615681076793e-40	-91.32052481366851	0.9672631761621305	0.027728940685450523	3.706770414545352e-109	-249.67161414705274	0.9762837010839155	0.013002948941551067	7.07978305859527e-166	-380.27188217121676	0.9925005346995999	1	1	1
Individual_3059	2940	Protocol_5	0.03775510204081633	1.4625642339043613e-6	-13.435317875621212	1.0608438883899538	0.022108843537414966	1.5233247867763388e-10	-22.604955623997146	0.778410680748369	0.012585034013605442	1.8639904131509538e-5	-10.890187251801558	0.9606015561440862	0.999998537435766	0.9999999998476676	0.9999813600958684
Individual_3060	8119	Protocol_3	0.03953688877940633	1.7488175005449753e-6	-13.256568963581703	1.1109085808387789	0.02956029067619165	8.858150424028117e-10	-20.8445129419832	1.040762080089532	0.0166276635053578	0.004416988448479113	-5.417870389450196	1.2691709391503672	0.9999982511824992	0.999999999114185	0.9955830115515213
Individual_3061	340744	Protocol_3	0.034383584157021106	4.968733629356731e-21	-46.75112194818054	0.9661108868010577	0.027463432958467354	2.800262425680902e-55	-125.61246697842566	0.9669356747995391	0.013265090507829926	9.494792306601198e-88	-200.37674471342666	1.0125095069618353	1	1	1
Individual_3062	464304	Protocol_3	0.034729401426651506	2.3726240850631763e-20	-45.18770530835015	0.9758276698888244	0.027783521141321203	2.6300953998926604e-54	-123.37257490242322	0.9782053759891611	0.012879492746131845	1.291230300218034e-112	-257.6339349303633	0.9830772615239275	1	1	1
Individual_3063	156843	Protocol_3	0.035615233067462365	1.547864303185708e-17	-38.70707046901431	1.0007177915280328	0.027894136174390953	1.6149884274799914e-45	-103.13700139373017	0.9820999226689597	0.01250932461123544	1.5633561529082278e-72	-165.33929180514474	0.9548227422248914	1	1	1
Individual_3064	875757	Protocol_3	0.03413275600423405	4.741421320823523e-22	-49.100535098396236	0.9590631105128987	0.027959810769425764	4.08016537612138e-55	-125.23604259371481	0.9844122012891602	0.013074403059296129	7.688131597484225e-129	-294.9937992074518	0.9979545475075593	1	1	1
Individual_3065	20225	Protocol_3	0.033819530284301604	9.916363071252764e-16	-34.54717525971343	0.9502620856787543	0.025859085290482076	1.742875099697462e-25	-57.00909121911522	0.9104496194217417	0.014091470951792336	6.590265986373804e-11	-23.442842313048256	1.0755862010398287	0.9999999999999991	1	0.9999999999340972
Individual_3066	15622	Protocol_3	0.03335040327742927	3.3350138896219276e-15	-33.33429955074759	0.9370805422258677	0.02682114966073486	1.2573390612135235e-19	-43.52011913521605	0.9443220913176545	0.012098322877992574	1.2307094016919947e-14	-32.028600549445194	0.9234514400810757	0.9999999999999964	1	0.9999999999999876
Individual_3067	5578	Protocol_3	0.03495876658300466	3.300845692879271e-9	-19.52908712743535	0.982272378316941	0.0247400501972033	1.1453083047522388e-12	-27.4953472533733	0.8710505044356354	0.013087128002868412	1.1122001893376748e-6	-13.709169239755079	0.9989258282036755	0.9999999966991542	0.9999999999988542	0.9999988877998106
Individual_3068	185602	Protocol_7	0.03712244480124137	1.424939006861722e-50	-114.77512563910001	1.0430674679919059	0.028970592989299684	5.8065398308026275e-99	-226.1969393670382	1.0199999367819232	0.013577439898276958	6.246271703002964e-63	-143.23087610038942	1.036350786230505	1	1	1
Individual_3069	45633	Protocol_7	0.03909451493436767	3.3271997364179503e-28	-63.2702515736071	1.0984787484578338	0.03131505708588083	2.62864247864454e-31	-70.41367033770197	1.1025440956530759	0.013126465496460895	8.35971161388412e-26	-57.74378848729045	1.0019284150476122	1	1	1
Individual_3070	519861	Protocol_7	0.03758697036323171	7.026661864009386e-53	-120.08729817716973	1.0561197199208139	0.029292445480618858	2.4692283093596565e-127	-291.52440113377935	1.03133175594489	0.012897678417884782	7.078332178843352e-141	-322.7074598001653	0.9844653534882806	1	1	1
Individual_3072	256897	Protocol_7	0.03678517071044037	9.413885743343776e-55	-124.39999430865443	1.0335907313762371	0.028307064699081733	1.2193242678495664e-122	-280.7170845187878	0.9966383571854923	0.012904004328583052	5.785559353484928e-97	-221.5953889741338	0.984948203169435	1	1	1
Individual_3073	22608	Protocol_7	0.037376150035385705	2.45864119258701e-25	-56.66501848825125	1.0501960845906266	0.027998938428874735	2.401640852542238e-31	-70.5039856905108	0.985789812378416	0.01198690728945506	1.4571721845572654e-19	-43.37261906919755	0.9149472129481064	1	1	1
Individual_3074	1496344	Protocol_7	0.03719465577434066	1.3933018252230894e-57	-130.915673956524	1.0450964538864285	0.029081548093219205	2.9930168283610716e-151	-346.5940671906731	1.0239064567149236	0.013104606962035468	5.070755738354809e-186	-426.6573374295784	1.0002599775875787	1	1	1
Individual_3075	5616	Protocol_7	0.037571225071225074	1.0035228539547827e-11	-25.324919359684618	1.0556773082759427	0.029736467236467237	4.4774974401676683e-10	-21.52678664625032	1.0469649244845338	0.015491452991452992	3.223240923655473e-4	-8.0396306445198	1.1824452627172093	0.9999999999899649	0.9999999995522502	0.9996776759076342
Individual_3076	1262	Protocol_7	0.030110935023771792	4.5120422147759027e-8	-16.913930828568272	0.8460578747514003	0.029318541996830427	1.0978703149209838e-5	-11.419542260367368	1.0322505650592173	0.011093502377179081	1.0380406937724268e-4	-9.172901574523872	0.8467546162438555	0.999999954879578	0.9999890212968506	0.9998961959306228
Individual_3077	1313820	Protocol_7	0.03731485287177848	1.3082939418246407e-56	-128.67604125371307	1.0484737552133132	0.028987228082994625	8.455087903453408e-152	-347.85816575617474	1.0205856270549345	0.013178365377296738	5.9384407440186724e-176	-403.47352976904386	1.0058898748450753	1	1	1
Individual_3078	7699	Protocol_7	0.03714768151708014	2.162220647704172e-14	-31.465055530689614	1.043776569922862	0.028315365631900246	5.1309055810275605e-14	-30.600909131796787	0.9969306173733745	0.012858812832835433	5.182466469675381e-8	-16.77539959673393	0.981498786895096	0.9999999999999782	0.9999999999999485	0.9999999481753354
Individual_3079	477777	Protocol_7	0.037004711403018566	2.58459927049117e-56	-127.99519473280976	1.0397593917528583	0.02868283739066552	2.316198701115825e-137	-314.61423038919867	1.0098686048991445	0.01313164928408023	1.1977881265579906e-125	-287.6426599961649	1.0023240877528643	1	1	1
Individual_3080	2561	Protocol_7	0.039437719640765326	2.767463208825707e-7	-15.100164282710256	1.108122123672527	0.025380710659898477	5.783994436763396e-9	-18.96817130813847	0.8936069509567376	0.014057008980866849	1.6025944547085996e-4	-8.738556249516273	1.0729557573824633	0.9999997232536791	0.9999999942160054	0.9998397405545291
